id,title,subject,grade_level,difficulty_level,difficulty_score,topics,question_type,has_mathml,math_complexity,content_quality_score,math_accuracy_score,pedagogical_value_score,accessibility_score,translation_ready,adaptive_learning_ready
28,"'Polynomial Equation, Synthetic Division'",mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.6,0.8,0.6,0.7,True,False
4417,'The coordination number of ion',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
4418,"'hcp, ccp, and bcc lattice'",mathematics,10,beginner,1,general,multiple_choice,True,medium,0.6,0.8,0.6,0.8999999999999999,True,False
4419,'Radius of atom',mathematics,10,beginner,1,general,multiple_choice,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
4420,'Number of atoms per unit cell of diamond',mathematics,10,beginner,1,general,multiple_choice,True,low,0.6,0.8,0.6,0.7999999999999999,True,False
29,"'Remainder Theorem, Synthetic Division'",mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
30,"'Remainder Theorem, Synthetic Division'",mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
4411,'Oxide of nitrogen',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
4412,'Sink for CO',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
4413,'The ratio of the density of iron',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.8999999999999999,True,False
4414,'Frenkel and Stoichiometric defect',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
4415,'CaF2 structure',mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
4416,'Lithium structure',mathematics,10,beginner,1,general,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
31,'Polynomial Inequality',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
4421,'Hardy Schulze rule',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
4422,'Adding catalyst',mathematics,10,beginner,1,trigonometry,multiple_choice,False,low,0.7,0.8,0.6,0.8999999999999999,True,False
4423,'Coagulation power',mathematics,10,beginner,1,general,multiple_choice,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
4424,'Colloidal solution',mathematics,10,beginner,1,general,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
32,"'Polynomial Equation, Hard to find the factor'",mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
33,"'Polynomial Equation,'",mathematics,10,beginner,1,algebra,general,True,high,0.7,0.8,0.6,0.7999999999999999,True,False
34,"'Quadratic Equation, Factoring'",mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
35,'Quadratic Equation',mathematics,10,beginner,1,general,problem_solving,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
36,'Quadratic Equation',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
37,'Exponential Equation.',mathematics,10,beginner,1,calculus,general,True,low,0.6,0.8,0.6,0.7999999999999999,True,True
38,'The relation between roots and coefficients',mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.7,0.8,0.6,0.8999999999999999,True,False
39,'Exponents',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
40,'Rationalizing the Denominators',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
41,'Simplify the Radical Equation',mathematics,10,beginner,1,algebra,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
42,'Rational Expression',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
43,'Simplify Complex Fraction',mathematics,10,beginner,1,general,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
44,"'Polynomial Function, Identity Function'",mathematics,10,beginner,1,algebra,problem_solving,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
45,'Rational Expressions',mathematics,10,beginner,1,general,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
46,'Radical Exponents',mathematics,10,beginner,1,general,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
47,'Absolute Value Equation',mathematics,10,beginner,1,algebra,problem_solving,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
48,'Quadratic Equation',mathematics,10,beginner,1,algebra,problem_solving,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
49,"'Composite Function, Composition'",mathematics,10,beginner,1,general,problem_solving,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
50,"'Rational, Composite Function'",mathematics,10,beginner,1,algebra,problem_solving,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
51,'Domain Range',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
52,"'Graph, Line Equation.'",mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.9999999999999999,0.8,0.6,0.7999999999999999,True,False
53,"'Composition, Composite Function'",mathematics,10,beginner,1,general,problem_solving,True,low,0.9999999999999999,0.8,0.6,0.8999999999999999,True,False
54,"'Composition, Composite Function'",mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
55,'One-to-One Functions',mathematics,10,beginner,1,calculus,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,True
56,'Limits',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
57,'Limits',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
58,'Limits',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
59,'Limits',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
60,'Limits',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
61,'Limits of Trigonometry',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,True
62,"'Limits, Squeeze theorem'",mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,True
63,'Limits of the sine function',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,True
64,'Limits of Exponential',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
65,'Limits of the Log function',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
66,'Roots and coefficient',mathematics,10,beginner,1,algebra,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
67,'System equation',mathematics,10,beginner,1,algebra,problem_solving,True,low,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
68,'Radian',mathematics,10,beginner,1,geometry|trigonometry,multiple_choice,True,low,0.7,0.8,0.7,0.7999999999999999,True,False
69,'Tangent',mathematics,10,beginner,1,trigonometry,general,True,medium,0.6,0.8,0.6,0.8999999999999999,True,False
70,'Tangent',mathematics,10,beginner,1,trigonometry,general,True,low,0.7,0.8,0.6,0.7999999999999999,True,False
71,"'Sine Function, Period'",mathematics,10,beginner,1,calculus|trigonometry,general,True,low,0.6,0.8,0.7,0.7,True,True
72,"'Sine, Cosine'",mathematics,10,beginner,1,trigonometry,multiple_choice,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
73,'Sine Cosine Angle Sum',mathematics,10,beginner,1,geometry|trigonometry,problem_solving,False,low,0.6,0.8,0.7,0.7999999999999999,True,False
74,'Sine Cosine Double Angle Formula',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.6,0.8,0.7,0.7999999999999999,True,False
75,'Sine Cosine Triple Angle',mathematics,10,beginner,1,geometry|trigonometry,problem_solving,True,low,0.6,0.8,0.7,0.7999999999999999,True,False
76,'Tangent Angle Sum formula',mathematics,10,beginner,1,geometry|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
77,'Trigonometry Angle Sum',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
78,'Basic Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,general,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
79,"'Maximum, Minimum of Sine Equation'",mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,True
80,'Tangent&nbsp;function',mathematics,10,beginner,1,trigonometry,proof,True,low,0.9,0.8,0.8,0.7999999999999999,True,False
81,'Reflections of Trigonometric Functions',mathematics,10,beginner,1,calculus,problem_solving,True,low,0.6,0.8,0.6,0.7,True,True
82,'Conversions of Trigonometry Common Angle',mathematics,10,beginner,1,geometry|trigonometry,general,False,low,0.6,0.8,0.7,0.7,True,False
83,'Trigonometric Angle Sum',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
84,'Trigonometry Simplifying',mathematics,10,beginner,1,trigonometry,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
85,'Period of Sine Cosine',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
86,'Sine Cosine Angle Sum',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
87,'Value for sine angle sum',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
88,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
89,'Trigonometric equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
90,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
91,'Trigonometric equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7,True,False
92,'Trigonometric equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
93,'Trigonometric Linear Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7,True,False
94,'Trigonometric Linear Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
95,'Trigonometry Linear Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7,True,False
96,'Trigonometry Linear Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7,True,False
97,'Trigonometry Linear Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,False
98,'Trigonometry Linear system Combination',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,False
99,'Trigonometric General Solution',mathematics,10,beginner,1,algebra|trigonometry,general,True,medium,0.6,0.8,0.7,0.7999999999999999,True,False
100,'Trigonometric equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
101,'A useful mnemonic for certain values of trigonometric',mathematics,10,beginner,1,trigonometry,general,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
102,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
103,'Trigonometry linear combination equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,False
104,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
105,'Trigonometry equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
106,'Trigonometry equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
107,'Trigonometric Sum to Product Formula',mathematics,10,beginner,1,trigonometry,explanation,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
108,'Trigonometric product to sum formulas',mathematics,10,beginner,1,trigonometry,explanation,True,medium,0.6,0.8,0.6,0.7999999999999999,True,False
109,'Trigonometric equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7,True,False
110,'Trigonometry range',mathematics,10,beginner,1,trigonometry,general,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
111,'Trigonometry value',mathematics,10,beginner,1,trigonometry,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
112,'Trigonometry value',mathematics,10,beginner,1,geometry|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
113,'Trigonometric Linear Combination',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
114,"'Trigonometry half-angle, double angle'",mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
115,'Trigonometry Half-Angle Formulas',mathematics,10,beginner,1,geometry|trigonometry,explanation,True,medium,0.6,0.8,0.7,0.7,True,False
116,'Trigonometry product to sum',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.6,0.8,0.6,0.7,True,False
117,'Trigonometry Sum to Product',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.6,0.8,0.6,0.7,True,False
118,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,False
119,'Value of cosine sum',mathematics,10,beginner,1,geometry|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
120,'Find the acute angle between two lines',mathematics,10,beginner,1,algebra|geometry|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
121,'The angle between two lines',mathematics,10,beginner,1,geometry|trigonometry,general,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
122,'The angle between two-line equations',mathematics,10,beginner,1,algebra|geometry|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
123,'The maximum and minimum value of the function',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,True
124,'Trigonometric Equation',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7999999999999999,True,False
125,'The range of value of x',mathematics,10,beginner,1,algebra|trigonometry,general,True,low,0.7,0.8,0.7,0.7999999999999999,True,False
126,'Equation of the normal to the parabola',mathematics,10,beginner,1,algebra,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
127,'The maximum and minimum value',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
128,'Equation of the tangent to the curve&nbsp;at the point',mathematics,10,beginner,1,algebra|trigonometry,general,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
129,'Evaluate the limit',mathematics,10,beginner,1,general,general,True,medium,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
130,'Evaluate trigonometric function',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
131,'Limit trigonometry',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
132,'Limit trigonometry',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
133,'Limit trigonometry',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
134,'Limit trigonometry',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
135,'Evaluate Limit',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
136,'Determine the value of&nbsp;terms',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
137,'Determine the value of function',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
138,'Evaluate Log Limit',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
139,'Natural Log Limit',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
140,'Limit exponential function',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
141,'Limit the exponential function',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
142,'Limit log Function',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
143,'Limit Log function',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
144,'Limit Log function',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
145,'Limit of Log Function',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
146,"'Evaluate Limit of Log, sin'",mathematics,10,beginner,1,trigonometry,general,True,medium,0.9999999999999999,0.8,0.6,0.7999999999999999,True,False
147,'Limit',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
148,'Determine the value',mathematics,10,beginner,1,general,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
149,"'Limit of cos, tan'",mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
150,'Determine the value of the limit',mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.8999999999999999,True,False
151,'Limit of combination sin',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,False
152,"'Value of limit, series'",mathematics,10,beginner,1,trigonometry,general,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
153,'A derivative of the square root by definition',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,True
154,'A derivative of a fraction by definition',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.7,0.7999999999999999,True,True
155,'Derivative of a quotient of functions',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.7999999999999999,0.8,0.6,0.7999999999999999,True,True
156,'A derivative of the nth power of x.',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
157,'Product rule',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
158,'Tangent line to the graph',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
159,'Straight-line with the law of motion',mathematics,10,beginner,1,general,multiple_choice,True,medium,0.9,0.8,0.6,0.8999999999999999,True,False
160,'Chain Rule',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,True
161,'Differentiating with a Parameter',mathematics,10,beginner,1,general,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
162,'A derivative of&nbsp;sinx&nbsp;by definition',mathematics,10,beginner,1,calculus|trigonometry,problem_solving,True,medium,0.6,0.8,0.7,0.7999999999999999,True,True
163,"'A derivative of cosx, tanx.'",mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
164,'A normal line of the cycloid',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
165,'Differentiate the trigonometry function',mathematics,10,beginner,1,trigonometry,general,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
166,"'Derivative secx, cscx, and cotx'",mathematics,10,beginner,1,general,problem_solving,True,low,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
167,"'Differentiate secx, cscx'",mathematics,10,beginner,1,general,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
168,'Differentiate cscx',mathematics,10,beginner,1,general,general,False,low,0.6,0.8,0.6,0.7999999999999999,True,False
169,'A derivative of implicit function.',mathematics,10,beginner,1,general,problem_solving,True,low,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
170,'Derivatives of Inverse Function',mathematics,10,beginner,1,calculus,general,True,low,0.6,0.8,0.6,0.7999999999999999,True,True
171,'A derivative of the inverse function.',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,True
172,'The limit',mathematics,10,beginner,1,general,general,True,medium,0.7999999999999999,0.8,0.6,0.7999999999999999,True,False
175,'Differentiate the Logarithmic Function.',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,False
173,'A derivative of an exponential function',mathematics,10,beginner,1,calculus,general,True,medium,0.6,0.8,0.6,0.7999999999999999,True,True
174,'Differentiate the Exponential Functions',mathematics,10,beginner,1,trigonometry,general,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
176,'Differentiate the quotient function',mathematics,10,beginner,1,trigonometry,problem_solving,True,low,0.9,0.8,0.6,0.7999999999999999,True,False
177,'Equation of the Tangent Line',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
178,'Equation of a tangent line',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
182,'Tangent with slope',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,False,low,0.7,0.8,0.7,0.7999999999999999,True,False
179,'Tangent Line of Absolute Function',mathematics,10,beginner,1,trigonometry,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,False
180,'Tangent Line',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
181,'Tangent line',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
183,'Tangent to the curve.',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
184,'The tangent line from outside',mathematics,10,beginner,1,algebra|trigonometry,general,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
185,'Tangent from outside to the curve',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,False
186,'Equation of the tangent and normal line',mathematics,10,beginner,1,algebra|trigonometry,problem_solving,True,medium,0.9,0.8,0.7,0.7999999999999999,True,False
187,'Roll\'s Theorem',mathematics,10,beginner,1,calculus,general,False,medium,0.7,0.8,0.6,0.8999999999999999,True,True
188,'Roll\'s Theorem',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.8999999999999999,True,True
189,'Mean Value Theorem',mathematics,10,beginner,1,calculus|statistics,problem_solving,True,medium,0.7,0.8,0.7,0.7999999999999999,True,True
190,'Curve sketch',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.7,0.8,0.6,0.7999999999999999,True,True
191,'Curve Sketch',mathematics,10,beginner,1,calculus,problem_solving,True,medium,0.9,0.8,0.6,0.7999999999999999,True,True
5281,'A strong and weak solution',mathematics,10,beginner,1,algebra,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
9437,'Understanding pH',mathematics,10,beginner,1,general,multiple_choice,False,low,0.7,0.8,0.6,0.7999999999999999,True,False
